1,Old Navy,Broken-in Khakis,30,32,,,31,10.5,16,11,31,12.25,9.5,40,8.5,Pakistan,relaxed fit,straight leg,just below waist,54023,S/776056-05,JFM11,12\10,PK,5/13/07,SF Store 4th St
2,Old Navy,Broken-in Khakis,31,32,,,33,11,15,10.75,32,12,9.5,40.5,8.75,Pakistan,relaxed fit,straight leg,just below waist,54023,S/776056-05,JFM11,12\10,PK,5/13/07,SF Store 4th St
3,Old Navy,Broken-in Khakis,32,32,,,33.5,11.5,16,10.5,32.25,12.75,9.5,42.5,8.75,Pakistan,relaxed fit,straight leg,just below waist,54023,S/776056-05,JFM11,12\10,PK,5/13/07,SF Store 4th St
4,Old Navy,Broken-in Khakis,33,32,,,34,12,16,12.25,31.25,13,9.5,42,9,Pakistan,relaxed fit,straight leg,just below waist,54023,S/776056-05,JFM11,12\10,PK,5/13/07,SF Store 4th St
6,Old Navy,Classic,30,32,,,31.5,10,14.75,10,31,11.5,9.5,40.5,9,Sri Lanka,classic fit,straight leg,just below waist,54023,S/633496-03,BAS,08\10,PK,5/13/07,SF Store 4th St
7,Old Navy,Classic,31,32,,,32,10.5,15,10,32,11.75,9.5,42,9.25,Sri Lanka,classic fit,straight leg,just below waist,54023,S/633496-03,BAS,08\10,PK,5/13/07,SF Store 4th St
8,Old Navy,Classic,34,32,,,34,11.5,15.75,11,32,13,9.5,42,10,Sri Lanka,classic fit,straight leg,just below waist,54023,S/633496-03,BAS,08\10,PK,5/13/07,SF Store 4th St
9,Old Navy,Classic,32,34,,,33,11,16,10.5,33.5,12,10,44,9.5,Sri Lanka,classic fit,straight leg,just below waist,54023,S/633496-03,BAS,08\10,PK,5/13/07,SF Store 4th St
10,Old Navy,Relaxed,30,32,,,31,10.5,15.25,10.5,32,11.5,10,42,9.5,Sri Lanka,loose fit,straight leg,just below waist,54023,S/633496-02,BAS,05\10,PK,5/13/07,SF Store 4th St
11,Old Navy,Relaxed,31,32,,,32,11,15.5,10.5,32,12,10,43,10,Sri Lanka,loose fit,straight leg,just below waist,54023,S/633496-02,BAS,05\10,PK,5/13/07,SF Store 4th St
12,Old Navy,Relaxed,34,32,,,34,12,16.5,11,32,13,10.5,43,10,Sri Lanka,loose fit,straight leg,just below waist,54023,S/633496-02,BAS,05\10,PK,5/13/07,SF Store 4th St
13,Old Navy,Cargo,31,32,,,32,11,15.5,11,32,12.5,10,41.5,9.25,Sri Lanka,relaxed fit,straight leg,just below waist,54023,S/633497-00,BAS,07\10,PK,5/13/07,SF Store 4th St
14,Old Navy,Cargo,33,32,,,34,11,16,11.5,31.5,13,10,41,10,Sri Lanka,relaxed fit,straight leg,just below waist,54023,S/633497-00,BAS,07\10,PK,5/13/07,SF Store 4th St
15,Old Navy,Cargo,30,32,,,31,10.5,14.5,11,32,12.5,10,41.5,9.25,Sri Lanka,relaxed fit,straight leg,just below waist,54023,S/633497-00,BAS,07\10,PK,5/13/07,SF Store 4th St
16,Old Navy,Loose Cargo,32,32,,,33,11,15.5,13,32,12.5,10.5,41.5,10,,,,,,,,,PK,5/13/07,SF Store 4th St
17,Gap,Straight Classic,31,30,,,31.5,10.5,15,10.5,30,12,9,39,8.5,Sri Lanka,straight leg opening,straight through leg,just below waist,54023,,,,PK,5/13/07,Gap Union Square
32,Old Navy,Loose Fit Khaki's,33,32,,,32,11.5,15.5,10.25,31.75,12,10.25,43,10,Sri Lanka,,,,54023,,,,JM,5/13/07,,
33,Old Navy,Cargos,34,32,,,31,11,15.5,11,31.5,12.25,10,42,9.75,Sri Lanka,loose through hip and thigh,wide leg,sits just below waist,54023,S/633497-00,,,JM,5/13/07,,http://oldnavy.gap.com/browse/product.do?cid=15318&vid=1&pid=814859&scid=814859002
34,Old Navy,Cargos,30,32,,,30,10.25,15,10.5,31.75,11.5,9.5,41.25,9,,,,,54023,,,,JM,5/13/07,,
35,Old Navy,Broken-in Relaxed Fit Khaki's,32,30,,,34,11.75,15.5,10.75,29,12,9.75,39.5,8.75,Pakistan,relaxed fit,straight leg,sits slightly below waist,54023,,,,JM,5/13/07,,
36,Old Navy,Broken-in Relaxed Fit Khaki's,32,34,,,34,11.5,15.5,10.75,34,12.25,9.5,43.25,8.75,Pakistan,relaxed fit,straight leg,sits slightly below waist,54023,,,,JM,5/13/07,,
37,Gap,Classic-Straight,32,30,,,32,10.25,14.5,10.25,29.25,11.25,9,38.75,0.5,Sri Lanka,,straight through the leg/straight leg opening,sits just below the waist,54023,,,,JM,5/13/07,,
38,Gap,Classic-Relaxed,32,30,,,31.5,10.75,14.5,10.75,29.5,12.5,10,39.75,9,Sri Lanka,,straight through the leg/straight leg opening,sits just below the waist,54023,,,,JM,5/13/07,,
39,Gap,Tailored - Relaxed,32,30,,,32.5,11,15.5,11,30.5,12.25,9.75,40,9,Bangladesh ,,full through the leg/straight leg opening,sits just below the waist,54023,,SPR 11,12/9/07,JM,5/13/07,,http://www.gap.com/browse/product.do?cid=42976&vid=1&pid=772336&scid=772336052
40,Gap,Tailored - Straight,32,30,,,33,10.25,15.25,11,30.5,11.5,8.5,39.75,8,Bangladesh ,,straight through the leg/straight leg opening,sits just below the waist,54023,,SPR 11,12/9/07,JM,5/13/07,,
41,Gap,Slim,32,30,,,32,10.75,14.5,10.5,29.75,11.5,8.25,40.75,7.75,Sri Lanka,,,,54023,,N/2,LP/6,JM,5/13/07,,
42,Gap,Vintage Standard,32,30,,,31,10,14.75,11,28.5,11.75,9.5,37.5,8.75,Sri Lanka,,easy through the leg/straight leg opening,sits just below the waist,54023,,SPR 11,11/9/07,JM,5/13/07,,http://www.gap.com/browse/product.do?cid=9001&vid=1&pid=772342&scid=772342012
43,J. Crew,Essex - Reg,32,30,,,32.5,10.5,15,12,29.5,11.75,9.25,40,8.25,China,,,,77388,,,,JM,5/13/07,,
44,J. Crew,Classic Stanton,32,30,,,32.5,10.5,15,10.5,30,12,8.5,39.5,8,China,,,,77388,,PGR - WA 1878,,JM,5/13/07,,
53,J. Crew,Broken Slim Fit,31,32,,,30,9.75,15.25,10.5,31.75,11.25,8.5,41,7.25,China,,,,77388,,,,JM,5/21/07,,
54,Old Navy,Straight,32,32,,,32.5,10.25,14.5,11.5,32.25,12,9.5,42.75,8.75,Pakistan,,,,54023,S/796718-02,V/700025152,,JM,5/21/07,,
55,Gap,Tailored Straight,32,32,,,32.25,10.25,14.5,10,32,11.5,9,41,8,Bangladesh,,,,54023,S/772345-00,V/700011217,,JM,5/21/07,,
56,Gap,1969 Slim Denim Washed Khaki,31,32,,,30.5,10.5,15.5,10,31.25,11,8,42.25,7.25,Sri Lanka,,,,54023,S/840779-02,V/1204,,JM,5/21/07,,
57,Old Navy,Broken-In Kahkis - Relaxed,32,32,,,33.5,11,15,10.75,32,12,9.25,41.75,8.5,Sri Lanka,,,,54023,S/776056-02,V/700031159,,JM,5/21/07
58,J. Crew,Stanton Chino Twill,31,32,,,30,10,14.75,10,31,11,8.5,40.75,8,China,,,,77388,,,,JM,5/21/07
59,Old Navy,Classic Straight,32,32,,,32,10.75,15.5,10.75,31.75,12.5,9.75,41.5,9.25,Sri Lanka,,,,54023,S/633496-01,V/700031159,,JM,5/21/07
60,J. Crew,Essex - Reg Fit,32,32,,,33,10.5,15.75,10.75,31.25,12,9.25,41.5,8.25,China,,,,77388,,,,JM,5/21/07
